job_url,ref_nr
https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206435796-S,10000-1206435796-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13643-609581LS-S,13643-609581LS-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-417A10315-S,14751-417A10315-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-3c2364f2_JB5140044-S,13635-3c2364f2_JB5140044-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003035636-S,10001-1003035636-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-417A10938-S,14751-417A10938-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17216658-S,11949-17216658-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14661-e094da7c3e6f4f4-S,14661-e094da7c3e6f4f4-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003039977-S,10001-1003039977-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12362-CR-055671_609606LS-S,12362-CR-055671_609606LS-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003040463-S,10001-1003040463-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/15015-19599-1770983-0-S,15015-19599-1770983-0-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/17489-564883348dcd4b1-S,17489-564883348dcd4b1-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/14795-66438_118840-S,14795-66438_118840-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/12704-EWKMF4DUAGORS9U0-S,12704-EWKMF4DUAGORS9U0-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003039352-S,10001-1003039352-S
https://www.arbeitsagentur.de/jobsuche/jobdetail/13356-104221A45736C18-S,13356-104221A45736C18-S
